iter	MultiRMSE
245	0.01042193711
246	0.01041695731
247	0.01041425214
248	0.01041211323
249	0.0104081849
250	0.0104064277
251	0.01040526412
252	0.01040431113
253	0.01040200768
254	0.01039944734
255	0.01039729963
256	0.01039487836
257	0.01039401691
258	0.01039050275
259	0.01038818961
260	0.01038667709
261	0.01038214036
262	0.01038089296
263	0.01037609912
264	0.01037300482
265	0.01037023597
266	0.01036816871
267	0.0103645968
268	0.01036085717
269	0.01035786456
270	0.01035512399
271	0.010351192
272	0.01034450279
273	0.01034225615
274	0.01033911309
275	0.01033628089
276	0.01033140987
277	0.01032730821
278	0.01032274766
279	0.01032045655
280	0.01031601339
281	0.01031441069
282	0.01031335154
283	0.01030993305
284	0.01030817105
285	0.01030050187
286	0.01029844997
287	0.01029365489
288	0.01029204879
289	0.0102893891
290	0.01028797574
291	0.01028321266
292	0.01028057297
293	0.01027750832
294	0.01027701392
295	0.01027462221
296	0.01027110354
297	0.01026517254
298	0.01026291647
299	0.01026062698
300	0.01025715217
301	0.01025410453
302	0.01025215478
303	0.01024976796
304	0.01024703633
305	0.01024373392
306	0.01024210061
307	0.01023934015
308	0.01023787145
309	0.01023607107
310	0.01023456284
311	0.01023239704
312	0.01023064961
313	0.010226438
314	0.01022305859
315	0.01021965991
316	0.01021715134
317	0.01021428668
318	0.01021204194
319	0.01021018508
320	0.01020769359
321	0.01020322883
322	0.01020163905
323	0.01020000949
324	0.01019858542
325	0.01019426476
326	0.01019199452
327	0.01018921938
328	0.01018761866
329	0.01018557841
330	0.01018184535
331	0.01017980769
332	0.01017875729
333	0.01017666775
334	0.01017462931
335	0.01017111088
336	0.01016985709
337	0.01016806938
338	0.01016525823
339	0.01016260786
340	0.01015888617
341	0.01015564635
342	0.01015252086
343	0.01014799563
344	0.01014399118
345	0.01014038547
346	0.0101388654
347	0.01013637122
348	0.01013448584
349	0.01013163433
350	0.01012738315
351	0.01012421461
352	0.01012198208
353	0.01011923251
354	0.01011723936
355	0.01011649442
356	0.01011353292
357	0.01011058582
358	0.0101087723
359	0.01010669931
360	0.01010502142
361	0.01010066653
362	0.01009852169
363	0.01009581755
364	0.01009036366
365	0.0100886362
366	0.01008670461
367	0.0100827431
368	0.01008124234
369	0.01008002289
370	0.01007466662
371	0.01007328169
372	0.01007111197
373	0.01007042007
374	0.01006811348
375	0.01006553217
376	0.01006340185
377	0.01006156269
378	0.01005906737
379	0.01005597178
380	0.01005271147
381	0.01005007678
382	0.01004771151
383	0.01004477699
384	0.01004323703
385	0.01004098918
386	0.01003830576
387	0.01003517644
388	0.01003182417
389	0.01003046091
390	0.0100286528
391	0.01002629372
392	0.01002432676
393	0.01002117859
394	0.01001913617
395	0.01001747147
396	0.01001644709
397	0.01001375053
398	0.01001274629
399	0.0100115241
400	0.01000546394
401	0.01000131455
402	0.01000016283
403	0.009997392134
404	0.009995988785
405	0.009993998565
406	0.009992226686
407	0.009989687205
408	0.009987149338
409	0.009983644517
410	0.009978858607
411	0.00997813626
412	0.009976942483
413	0.009975489273
414	0.009974587676
415	0.009971453684
416	0.009968582741
417	0.009966768335
418	0.00996318711
419	0.00995907385
420	0.009956755854
421	0.009955483787
422	0.009953025048
423	0.00995206005
424	0.009951382504
425	0.00994950003
426	0.009947694536
427	0.009942896219
428	0.00993915961
429	0.009937669356
430	0.009935504203
431	0.009931867363
432	0.009929731395
433	0.009928605388
434	0.009927039523
435	0.009924887149
436	0.009922317477
437	0.009920238367
438	0.009918549712
439	0.009917674309
440	0.009915206862
441	0.009914055174
442	0.009910763418
443	0.009909522412
444	0.009907163262
445	0.009905099142
446	0.0099042748
447	0.009902802817
448	0.00990085619
449	0.009897822163
450	0.0098941896
451	0.009893281514
452	0.009891955923
453	0.009889738187
454	0.009885744042
455	0.009883728162
456	0.009880433374
457	0.009878317813
458	0.009875727007
459	0.009873148287
460	0.009870451627
461	0.009868023184
462	0.009867165204
463	0.009865705002
464	0.009863352477
465	0.009856809247
466	0.009855990717
467	0.009854556711
468	0.009852362099
469	0.009850212376
470	0.009845760381
471	0.00984295402
472	0.009840348626
473	0.00983591198
474	0.009830228436
475	0.009827785201
476	0.009823433985
477	0.009820350366
478	0.009818925547
479	0.009813717999
480	0.009811320681
481	0.00980862367
482	0.009805468093
483	0.00980488882
484	0.009801671129
485	0.009801125326
486	0.009798033126
487	0.009795301976
488	0.00979371585
489	0.009792297481
490	0.009789587396
491	0.009787387956
492	0.009784258401
493	0.009782723698
494	0.009780980766
495	0.009779234594
496	0.009776551466
497	0.009773371634
498	0.009770625854
499	0.009766937292
500	0.009764115874
501	0.009761802246
502	0.009757951807
503	0.009751317165
504	0.009750767951
505	0.009748456059
506	0.009746683688
507	0.009745668251
508	0.009742469168
509	0.009739234548
510	0.009736960134
511	0.009735740378
512	0.009730891112
513	0.009729130471
514	0.009726073422
515	0.009723617624
516	0.009721784839
517	0.009719260283
518	0.009715936141
519	0.009713452026
520	0.009712377856
521	0.009709110589
522	0.009707327369
523	0.009704644731
524	0.009703463047
525	0.009700354663
526	0.009698979889
527	0.00969697476
528	0.009695598747
529	0.009692469944
530	0.009690749457
531	0.009687265544
532	0.009685622779
533	0.009684219834
534	0.009682943997
535	0.009681955293
536	0.009677007572
537	0.009675107814
538	0.009674173218
539	0.009672154487
540	0.009670370919
541	0.009666692667
542	0.009663176209
543	0.009659472854
544	0.009656912585
545	0.009655680771
546	0.009654069412
547	0.009652942241
548	0.009649701851
549	0.009646501739
550	0.009643653727
551	0.009641494984
552	0.009639491602
553	0.00963755959
554	0.009636209095
555	0.009632687402
556	0.009630384819
557	0.009626406972
558	0.009619812964
559	0.009618439851
560	0.00961531855
561	0.009613557139
562	0.00961090216
563	0.009608805404
564	0.009605910067
565	0.009602616941
566	0.009601567253
567	0.009599363668
568	0.009598034183
569	0.009596304835
570	0.009594593444
571	0.009592011007
572	0.009589108932
573	0.009586316482
574	0.009584258599
575	0.009583187168
576	0.00958151465
577	0.009580819049
578	0.0095792209
579	0.009575163814
580	0.009572993947
581	0.009569926349
582	0.009568280345
583	0.009565173519
584	0.009563215866
585	0.009561529792
586	0.009560326596
587	0.009557241686
588	0.009553506531
589	0.009552043861
590	0.009549591339
591	0.009548447522
592	0.009546567886
593	0.009540961373
594	0.009538552252
595	0.009535856621
596	0.009532672142
597	0.009530886878
598	0.009525375723
599	0.009524122548
600	0.009521510306
601	0.009518937267
602	0.00951778521
603	0.009515315053
604	0.009513182273
605	0.00951231951
606	0.009506238168
607	0.009504990592
608	0.009502837999
609	0.009501480938
610	0.009497830691
611	0.009495616582
612	0.009493537366
613	0.009492780509
614	0.009489187131
615	0.00948733913
616	0.009484884355
617	0.009482994933
618	0.009481129703
619	0.009477344428
620	0.009475458959
621	0.009472264825
622	0.009471330674
623	0.00946781553
624	0.009465735547
625	0.009462266558
626	0.009459568194
627	0.009458038507
628	0.009456330649
629	0.00945507882
630	0.009454015123
631	0.009453747021
632	0.009451246444
633	0.009449132348
634	0.009448510906
635	0.009446739667
636	0.009444272997
637	0.00944345685
638	0.009441605546
639	0.009440150152
640	0.009437848043
641	0.009436247127
642	0.009435046883
643	0.009433417042
644	0.009430652729
645	0.009429185945
646	0.00942851798
647	0.009425975677
648	0.009424799558
649	0.00942291157
650	0.009421635907
651	0.00942080584
652	0.009419120879
653	0.009417500616
654	0.00941537283
655	0.009414007065
656	0.009412225667
657	0.009411253484
658	0.009410224272
659	0.009408229897
660	0.009406654818
661	0.009403951811
662	0.009401802733
663	0.009400728138
664	0.009398541636
665	0.009396053534
666	0.009392302581
667	0.00938765004
668	0.009383802804
669	0.009382501183
670	0.009380620033
671	0.009379638084
672	0.009378245357
673	0.009376183067
674	0.009374932129
675	0.009373972708
676	0.009372084873
677	0.009370410087
678	0.009368431663
679	0.009367335109
680	0.009364853288
681	0.009362759228
682	0.009361524165
683	0.009359301898
684	0.009356585104
685	0.009355142764
686	0.009353395043
687	0.009350507918
688	0.009349403748
689	0.009347425347
690	0.009343738591
691	0.009342738099
692	0.009340188656
693	0.009335824542
694	0.009333380418
695	0.00933110911
696	0.009329161737
697	0.009328134103
698	0.009323539062
699	0.009320949302
700	0.009319706612
701	0.009318456532
702	0.009315820992
703	0.009313391055
704	0.009310805575
705	0.009309120243
706	0.009306243608
707	0.009304198225
708	0.009303215684
709	0.009301906964
710	0.009301021382
711	0.009299762413
712	0.009296457261
713	0.009294622846
714	0.00929130347
715	0.009286682396
716	0.009284338356
717	0.009281244322
718	0.009279088529
719	0.009278421963
720	0.009275834258
721	0.009274365095
722	0.009271692818
723	0.009270731546
724	0.009267287154
725	0.009265747077
726	0.009262024038
727	0.009259512601
728	0.00925751424
729	0.009255639611
730	0.009254073023
731	0.009251051792
732	0.009248196194
733	0.00924637988
734	0.009244474638
735	0.009243613035
736	0.009241760954
737	0.009238345546
738	0.00923657329
739	0.009233967047
740	0.009232934806
741	0.009230342786
742	0.009228765052
743	0.009225489072
744	0.009223874716
745	0.009222257109
746	0.009219959907
747	0.009218414006
748	0.00921704701
749	0.009212145067
750	0.009210171192
751	0.009208756115
752	0.009206899809
753	0.009204874037
754	0.009204156191
755	0.009198736864
756	0.009196805834
757	0.009195834523
758	0.00919424393
759	0.009190604431
760	0.009189059726
761	0.009186663073
762	0.009184239812
763	0.009178854634
764	0.009177827653
765	0.009176886733
766	0.009174771433
767	0.009173423862
768	0.009172132996
769	0.009170068978
770	0.009168444454
771	0.009166200071
772	0.009163964586
773	0.00916268525
774	0.009159612352
775	0.00915725128
776	0.009156581218
777	0.009155480674
778	0.009153464906
779	0.009151446849
780	0.009149692266
781	0.009148617295
782	0.009145365079
783	0.009143735336
784	0.009142223719
785	0.009140879654
786	0.009138890001
787	0.009137404793
788	0.009136861145
789	0.009135315474
790	0.009134095378
791	0.009132927656
792	0.009131962675
793	0.009130757536
794	0.009127855319
795	0.009125395308
796	0.009124118923
797	0.009123427308
798	0.009118803216
799	0.009117223207
800	0.009116662942
801	0.009114219082
802	0.009110492883
803	0.00910864212
804	0.009106545921
805	0.009103811704
806	0.009101075828
807	0.009097793631
808	0.009092690984
809	0.009091147353
810	0.009089057147
811	0.009088378968
812	0.009086117733
813	0.009084423059
814	0.009081104782
815	0.009076956096
816	0.009075060681
817	0.009073206147
818	0.009071094651
819	0.009069577874
820	0.009066344206
821	0.009065949961
822	0.009064327521
823	0.009063132617
824	0.009061350857
825	0.009060097954
826	0.009058302231
827	0.009056186663
828	0.00905310923
829	0.009051887914
830	0.009050867998
831	0.009047393302
832	0.009045417109
833	0.009043970037
834	0.009041377733
835	0.009038891751
836	0.009037351103
837	0.009036393131
838	0.009034690489
839	0.009032198552
840	0.009027424198
841	0.009026091566
842	0.009025697302
843	0.009022975311
844	0.009019587282
845	0.009018949917
846	0.009016901001
847	0.009015769822
848	0.009014198541
849	0.009013119276
850	0.009011208649
851	0.009010053136
852	0.009008697507
853	0.009006703796
854	0.009005010343
855	0.009002405004
856	0.009000737687
857	0.009000010541
858	0.008998773553
859	0.008996935104
860	0.008994126488
861	0.008991670759
862	0.008990410343
863	0.008988479214
864	0.0089869481
865	0.008983762024
866	0.008982322037
867	0.008980549168
868	0.008979866952
869	0.008973718653
870	0.008971599519
871	0.008970539283
872	0.008968822437
873	0.00896685405
874	0.00896515085
875	0.008962712633
876	0.008960719778
877	0.00895852697
878	0.008956095995
879	0.008954138802
880	0.008953277205
881	0.008951772027
882	0.008948789057
883	0.008947390472
884	0.008945580243
885	0.008940424069
886	0.00893800731
887	0.00893637147
888	0.00893502111
889	0.008933834019
890	0.008932187789
891	0.008930781347
892	0.008929941566
893	0.008929336472
894	0.008928062077
895	0.008925153609
896	0.00892326767
897	0.008922167246
898	0.008917660546
899	0.008915753664
900	0.008914605285
901	0.008912319006
902	0.008910606957
903	0.008908279522
904	0.008906547298
905	0.008906185047
906	0.00890395782
907	0.0089034502
908	0.008901970571
909	0.008899150565
910	0.008897550816
911	0.008894840692
912	0.008892729517
913	0.008888196396
914	0.00888723512
915	0.008884355104
916	0.008882247382
917	0.008878596435
918	0.008878035731
919	0.008875122532
920	0.008872719871
921	0.008870636213
922	0.008868842025
923	0.008867425435
924	0.008865930375
925	0.008864166283
926	0.008861370297
927	0.00886061037
928	0.008859021582
929	0.008857121332
930	0.008855007553
931	0.008852945836
932	0.008850491099
933	0.00884924872
934	0.00884620189
935	0.008844844584
936	0.008842507759
937	0.008840968644
938	0.008839727563
939	0.008838720889
940	0.008836129929
941	0.008834938205
942	0.008833584676
943	0.008832787793
944	0.008831327435
945	0.008829626421
946	0.008828086685
947	0.00882625861
948	0.008824711848
949	0.008823628087
950	0.008820885056
951	0.00881873001
952	0.008817881434
953	0.008816706397
954	0.008815880897
955	0.00881461097
956	0.008812934027
957	0.008810335221
958	0.008806735549
959	0.008804731519
960	0.008803257201
961	0.008802170777
962	0.008800253324
963	0.008798248588
964	0.008796011544
965	0.008793399042
966	0.008791737527
967	0.008790112908
968	0.008788476962
969	0.008786437057
970	0.008785033141
971	0.008781760538
972	0.008780630491
973	0.008778710881
974	0.008777485908
975	0.008775443879
976	0.008774359369
977	0.008772930335
978	0.008767552798
979	0.008766205822
980	0.008764064245
981	0.008762528221
982	0.008759684665
983	0.008757673729
984	0.008753888648
985	0.008753044054
986	0.008751800355
987	0.008747956858
988	0.008746127103
989	0.00874387752
990	0.008742434396
991	0.008739063714
992	0.008736751126
993	0.008735555776
994	0.008735003705
995	0.008734316678
996	0.008732940033
997	0.008730938978
998	0.008728887603
999	0.008725978805
1000	0.008724170743
1001	0.008723431159
1002	0.008721847337
1003	0.008720264491
1004	0.008719400793
1005	0.00871841739
1006	0.008716188689
1007	0.008712297765
1008	0.008710541741
1009	0.00870928311
1010	0.008705502831
1011	0.008703609393
1012	0.008701189072
1013	0.008700464662
1014	0.00869730774
1015	0.008694782218
1016	0.008692602869
1017	0.008691223041
1018	0.008689847402
1019	0.008688026485
1020	0.008686443033
1021	0.008684465746
1022	0.008682891568
1023	0.008681861885
1024	0.00868154728
1025	0.008680073809
1026	0.008678684321
1027	0.008676296114
1028	0.008675353387
1029	0.008674005316
1030	0.00867239906
1031	0.008669451845
1032	0.008668542517
1033	0.008666741469
1034	0.008665114787
1035	0.0086620916
1036	0.008659823694
1037	0.008656413413
1038	0.00865476786
1039	0.008652516639
1040	0.008649967066
1041	0.008646663492
1042	0.008644407038
1043	0.008643199453
1044	0.008639734097
1045	0.008638878522
1046	0.008635490372
1047	0.008633768761
1048	0.008631735903
1049	0.008630044049
1050	0.008629270846
1051	0.008627481072
1052	0.008625555176
1053	0.008624902096
1054	0.00862313737
1055	0.008622227137
1056	0.008619987753
1057	0.008617885515
1058	0.008617516255
1059	0.008615763896
1060	0.008614049607
1061	0.008611296648
1062	0.008606925689
1063	0.008605635277
1064	0.008604662735
1065	0.008603413612
1066	0.008602137809
1067	0.008601401795
1068	0.008599633921
1069	0.008597375294
1070	0.008595952593
1071	0.008594935084
1072	0.008591686203
1073	0.008589140799
1074	0.008587863886
1075	0.008587127811
1076	0.008585155736
1077	0.00858403696
1078	0.008582571297
1079	0.008580933208
1080	0.0085798355
1081	0.008579159329
1082	0.008577317649
1083	0.00857310023
1084	0.008571886194
1085	0.008570836357
1086	0.008567480404
1087	0.008566362958
1088	0.008564060128
1089	0.008560504403
1090	0.008558754206
1091	0.008557772963
1092	0.008555225197
1093	0.008553891662
1094	0.008551711995
1095	0.008550621452
1096	0.008549053522
1097	0.008548117404
1098	0.008546214043
1099	0.008545526731
1100	0.008543922435
1101	0.008542160833
1102	0.008540249592
1103	0.00853848221
1104	0.008536650651
1105	0.008534247518
1106	0.00853378024
1107	0.008531759944
1108	0.008530224837
1109	0.008528955855
1110	0.00852806045
1111	0.008526384143
1112	0.008522580027
1113	0.008521670977
1114	0.008519480996
1115	0.008517838704
1116	0.008515415771
1117	0.008514503827
1118	0.008514113954
1119	0.008510786152
1120	0.008509222373
1121	0.008505687942
1122	0.008503442223
1123	0.008500212484
1124	0.008497948166
1125	0.008497146871
1126	0.008495104285
1127	0.008493310601
1128	0.008492428581
1129	0.008490456003
1130	0.00848909054
1131	0.008487647409
1132	0.008485756988
1133	0.008484735865
1134	0.008483375876
1135	0.008479402144
1136	0.008476654773
1137	0.008474626966
1138	0.008473718921
1139	0.008472598595
1140	0.008471701141
1141	0.008466874927
1142	0.008465956844
1143	0.008464517127
1144	0.008463159212
1145	0.008461822637
1146	0.008459258902
1147	0.008455320773
1148	0.008454708559
1149	0.00845403954
1150	0.008452899006
1151	0.00845055312
1152	0.008448646665
1153	0.008446979618
1154	0.008445221195
1155	0.008444727224
1156	0.008443871128
1157	0.008443375815
1158	0.008442087884
1159	0.00844053128
1160	0.008439337416
1161	0.008437399027
1162	0.008436767657
1163	0.008435804051
1164	0.008434790145
1165	0.008433701255
1166	0.008433459208
1167	0.008432420473
1168	0.008431073584
1169	0.008430060121
1170	0.008428621539
1171	0.008427430231
1172	0.008426030402
1173	0.008423374365
1174	0.008418314143
1175	0.00841621967
1176	0.008414537805
1177	0.008412501363
1178	0.008411513601
1179	0.008409997523
1180	0.008408444721
1181	0.008406204144
1182	0.008403806162
1183	0.008402346207
1184	0.00840053808
1185	0.00839812589
1186	0.008392579502
1187	0.008390408778
1188	0.008386184058
1189	0.008383385728
1190	0.00838265631
1191	0.008381074295
1192	0.008380120409
1193	0.008379647126
1194	0.008377550631
1195	0.008374618599
1196	0.008372412642
1197	0.008371088135
1198	0.008370561876
1199	0.008367986778
1200	0.008366632226
1201	0.008365173531
1202	0.008364356814
1203	0.008362464598
1204	0.00836046316
1205	0.00835862005
1206	0.008356534871
1207	0.00835435238
1208	0.008353201995
1209	0.008351266343
1210	0.008350122735
1211	0.008347432603
1212	0.008346063431
1213	0.008344982561
1214	0.008343338725
1215	0.008341832899
1216	0.008341021938
1217	0.008339065255
1218	0.008336790702
1219	0.008335017615
1220	0.008333876925
1221	0.008332527725
1222	0.008329948801
1223	0.00832784004
1224	0.008326560316
1225	0.00832539197
1226	0.008324277502
1227	0.008319211153
1228	0.008318680798
1229	0.0083139131
1230	0.008312783832
1231	0.008307177619
1232	0.008305789488
1233	0.008304029143
1234	0.008299805325
1235	0.008298248204
1236	0.00829630385
1237	0.008293375823
1238	0.008291760531
1239	0.008289171621
1240	0.008288472473
1241	0.008288041006
1242	0.008286759172
1243	0.008285162071
1244	0.008284107298
1245	0.008282570492
1246	0.008282272024
1247	0.008281539244
1248	0.008280019411
1249	0.00827815132
1250	0.008276407736
1251	0.008275596496
1252	0.008273131939
1253	0.00826952716
1254	0.008266897909
1255	0.008264702623
1256	0.00826375183
1257	0.00826231228
1258	0.008260845077
1259	0.008257231834
1260	0.008256234245
1261	0.008254439627
1262	0.008253707796
1263	0.008251211222
1264	0.008248564193
1265	0.008247797018
1266	0.008247192988
1267	0.008246550388
1268	0.008244051673
1269	0.008243553765
1270	0.008242076893
1271	0.008240813463
1272	0.00823984993
1273	0.00823896814
1274	0.008237024849
1275	0.008236589159
1276	0.008235276439
1277	0.008234869909
1278	0.008232878495
1279	0.008231469384
1280	0.008229926685
1281	0.008228118963
1282	0.0082271468
1283	0.008225642429
1284	0.008224506428
1285	0.008223683912
1286	0.008221794591
1287	0.008220170438
1288	0.008214280047
1289	0.008212672459
1290	0.008211549666
1291	0.008210219563
1292	0.008209413928
1293	0.008208316266
1294	0.008207374604
1295	0.008206569815
1296	0.008205427113
1297	0.008204589036
1298	0.008203240679
1299	0.008202686078
1300	0.008201572252
1301	0.008199219057
1302	0.008198766409
1303	0.008197079389
1304	0.008195357819
1305	0.008192795585
1306	0.008191196223
1307	0.008187320469
1308	0.008185193333
1309	0.008184317047
1310	0.008183461514
1311	0.008181944597
1312	0.00818091981
1313	0.00817692929
1314	0.008172835176
1315	0.008171409323
1316	0.008170119955
1317	0.00816841526
1318	0.008164362622
1319	0.008160975608
1320	0.008158399241
1321	0.008156555175
1322	0.008155414626
1323	0.008151748638
1324	0.008150484699
1325	0.008149513013
1326	0.008148729196
1327	0.008147608588
1328	0.008146682576
1329	0.00814522528
1330	0.008144695282
1331	0.008141187874
1332	0.008140414269
1333	0.008136349011
1334	0.008135124765
1335	0.008132683528
1336	0.00813153395
1337	0.008129530511
1338	0.008128614805
1339	0.008126694764
1340	0.008125580814
1341	0.008124580408
1342	0.008123338548
1343	0.00812236725
1344	0.00811958818
1345	0.008118455723
1346	0.008116875892
1347	0.008116041308
1348	0.008114948883
1349	0.00811312715
1350	0.008112281507
1351	0.008111114763
1352	0.008109731792
1353	0.008105204281
1354	0.008102581326
1355	0.008101777934
1356	0.008101013521
1357	0.008099242103
1358	0.008097659207
1359	0.008097036024
1360	0.008095787371
1361	0.008094758252
1362	0.008092673464
1363	0.008090997007
1364	0.008087758105
1365	0.00808707966
1366	0.008085577841
1367	0.008084461671
1368	0.008083473986
1369	0.008081411692
1370	0.008080084352
1371	0.008079176021
1372	0.008078270251
1373	0.008077415782
1374	0.00807539557
1375	0.008074364483
1376	0.008072742952
1377	0.008070783363
1378	0.008068925653
1379	0.008065484452
1380	0.008064478392
1381	0.008062472384
1382	0.008061128581
1383	0.008060182402
1384	0.00805601279
1385	0.008054798249
1386	0.00805375118
1387	0.008052763465
1388	0.008047963903
1389	0.008046814885
1390	0.008045414276
1391	0.008044840304
1392	0.008043766315
1393	0.0080428398
1394	0.008041645539
1395	0.008040074967
1396	0.008037618978
1397	0.008033650328
1398	0.008033405691
1399	0.008032668032
1400	0.008031632072
1401	0.008030774544
1402	0.008029718271
1403	0.008028621327
1404	0.008027842412
1405	0.008027142652
1406	0.008026025867
1407	0.00802544128
1408	0.008023891534
1409	0.008021505881
1410	0.008018926692
1411	0.008017156966
1412	0.008016561727
1413	0.008016245409
1414	0.00801523161
1415	0.008014521132
1416	0.008010662598
1417	0.008009680866
1418	0.008006770826
1419	0.008006042909
1420	0.008004024788
1421	0.00800285968
1422	0.008001440525
1423	0.008000992494
1424	0.007999788068
1425	0.007996624956
1426	0.007995898331
1427	0.00799483289
1428	0.007993209311
1429	0.007992592967
1430	0.007991669948
1431	0.007990922501
1432	0.007989545943
1433	0.007988356971
1434	0.007986795892
1435	0.007985781889
1436	0.00798524783
1437	0.007984376383
1438	0.007980486465
1439	0.007979448841
1440	0.007978847277
1441	0.007976781689
1442	0.007976328404
1443	0.007975180494
1444	0.007972825146
1445	0.007972216722
1446	0.007971261795
1447	0.007970749595
1448	0.007969389926
1449	0.007967140255
1450	0.007965747616
1451	0.007964114294
1452	0.007962760119
1453	0.007959912824
1454	0.007958913198
1455	0.007957295101
1456	0.007956633274
1457	0.007955902115
1458	0.007954605144
1459	0.007953428821
1460	0.007953138006
1461	0.00795177648
1462	0.007950916484
1463	0.007949043519
1464	0.00794768077
1465	0.007945092732
1466	0.007942998284
1467	0.007941817916
1468	0.007940901845
1469	0.007939768086
1470	0.007936510665
1471	0.007934845079
1472	0.007932076011
1473	0.00793024738
1474	0.007926269928
1475	0.007924660527
1476	0.007923535106
1477	0.007921866197
1478	0.00792040613
1479	0.007918549841
1480	0.007916490993
1481	0.007915905039
1482	0.007913770946
1483	0.007913289784
1484	0.00791227273
1485	0.007910862204
1486	0.007909557528
1487	0.007908799285
1488	0.007907525252
1489	0.007906001245
1490	0.007905443498
1491	0.00790437029
1492	0.007902459615
1493	0.007901648207
1494	0.007899815798
1495	0.007897621935
1496	0.007896958588
1497	0.007896140853
